contig	genus	size	category-pident_90	rep_type(s)	relaxase_type(s)	mpf_type	orit_type(s)	predicted_mobility	AMR_type
GCF_022648425.1-NZ_CP076495.1	Enterococcus	55304	typical plasmid	rep_cluster_1027	-	-	-	non-mobilizable	non-AMR
GCF_022648595.1-NZ_CP076500.1	Enterococcus	55301	typical plasmid	rep_cluster_1027	-	-	-	non-mobilizable	non-AMR
GCF_022648285.1-NZ_CP076490.1	Enterococcus	55288	typical plasmid	rep_cluster_1027	-	-	-	non-mobilizable	non-AMR
GCF_001750885.1-NZ_CP014534.1	Enterococcus	55167	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_900639335.1-NZ_LR135238.1	Enterococcus	55118	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_029011255.1-NZ_CP118049.1	Enterococcus	55100	typical plasmid	rep_cluster_980	-	-	-	non-mobilizable	non-AMR
GCF_050506905.1-NZ_CP175244.1	Enterococcus	55087	typical plasmid	rep_cluster_1027	-	MPF_T	-	non-mobilizable	non-AMR
GCF_002024245.1-NZ_CP019974.1	Enterococcus	55063	typical plasmid	rep_cluster_889,rep_cluster_943	MOBP	MPF_T	-	conjugative	non-AMR
GCF_022213005.1-NZ_CP091905.1	Enterococcus	54858	typical plasmid	rep_cluster_185,rep_cluster_992	MOBC	-	-	mobilizable	AMR
GCF_023204975.1-NZ_CP096221.1	Enterococcus	54822	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_002761275.1-NZ_CP017799.1	Enterococcus	54822	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_002777275.1-NZ_CP017789.1	Enterococcus	54822	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_002761255.1-NZ_CP017794.1	Enterococcus	54822	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_016406385.1-NZ_CP066423.1	Enterococcus	54822	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_001721065.1-NZ_CP012463.1	Enterococcus	54805	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_003020765.1-NZ_CP027503.1	Enterococcus	54738	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_003020725.1-NZ_CP027514.1	Enterococcus	54737	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_022691485.1-NZ_CP092579.1	Enterococcus	54685	typical plasmid	rep_cluster_2101	-	-	-	non-mobilizable	non-AMR
GCF_038441115.1-NZ_CP131836.1	Enterococcus	54651	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_014489455.1-NZ_CP060802.1	Enterococcus	54644	typical plasmid	rep_cluster_1142,rep_cluster_1281,rep_cluster_992	MOBC	-	-	mobilizable	AMR
GCF_900639345.1-NZ_LR135199.1	Enterococcus	54628	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_900639415.1-NZ_LR135246.1	Enterococcus	54563	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_900639385.1-NZ_LR135222.1	Enterococcus	54563	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_900635415.1-NZ_LR134108.1	Enterococcus	54563	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_016727125.1-NZ_CP068120.1	Enterococcus	54507	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_012933345.2-NZ_CP059758.1	Enterococcus	54357	typical plasmid	rep_cluster_150	MOBP	MPF_T	MOBV	conjugative	non-AMR
GCF_024579795.1-NZ_CP102072.1	Enterococcus	54298	typical plasmid	rep_cluster_183	-	-	-	non-mobilizable	AMR
GCF_016743855.1-NZ_CP068246.1	Enterococcus	54259	typical plasmid	rep_cluster_183,rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_016743895.1-NZ_CP068250.1	Enterococcus	54259	typical plasmid	rep_cluster_183,rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_003408975.2-NZ_CP129395.1	Enterococcus	54168	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_032681025.1-NZ_CP136355.1	Enterococcus	54124	typical plasmid	rep_cluster_992	-	-	-	non-mobilizable	non-AMR
GCF_028532705.1-NZ_CP116964.1	Enterococcus	54078	typical plasmid	rep_cluster_180,rep_cluster_980	MOBV	-	-	mobilizable	AMR
GCF_038441155.1-NZ_CP131864.1	Enterococcus	54049	typical plasmid	rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_018517125.1-NZ_CP065785.1	Enterococcus	53948	typical plasmid	rep_cluster_180,rep_cluster_185,rep_cluster_2301	MOBV	-	MOBP	mobilizable	non-AMR
GCF_030020705.1-NZ_CP124924.1	Enterococcus	53892	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	non-AMR
GCF_019175465.1-NZ_CP072886.1	Enterococcus	53837	typical plasmid	rep_cluster_185	MOBT	-	-	mobilizable	AMR
GCF_900635415.1-NZ_LR134109.1	Enterococcus	53831	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_033814935.1-NZ_CP138654.1	Enterococcus	53680	typical plasmid	-	MOBC	-	-	mobilizable	AMR
GCF_003020725.1-NZ_CP027515.1	Enterococcus	53654	typical plasmid	rep_cluster_150	MOBP	MPF_T	MOBP	conjugative	non-AMR
GCF_003020705.1-NZ_CP027508.1	Enterococcus	53613	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_049262565.1-NZ_CP185998.1	Enterococcus	53590	typical plasmid	rep_cluster_1027	MOBP	MPF_T	-	conjugative	non-AMR
GCF_900639405.1-NZ_LR135261.1	Enterococcus	53521	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_050471105.1-NZ_CP175092.1	Enterococcus	53501	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_030517355.1-NZ_CP124929.1	Enterococcus	53500	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_050481685.1-NZ_CP174923.1	Enterococcus	53458	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_050481115.1-NZ_CP174924.1	Enterococcus	53458	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_036352175.1-NZ_CP143588.1	Enterococcus	53449	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_050427565.1-NZ_CP191293.1	Enterococcus	53449	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_030020425.1-NZ_CP124883.1	Enterococcus	53449	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_013344605.1-NZ_CP046110.1	Enterococcus	53448	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_006575625.1-NZ_CP041255.1	Enterococcus	53447	typical plasmid	rep_cluster_150	MOBP	MPF_T	MOBP	conjugative	non-AMR
GCF_030517535.1-NZ_CP124933.1	Enterococcus	53438	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_022648595.1-NZ_CP076501.1	Enterococcus	53420	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_025916235.1-NZ_CP109838.1	Enterococcus	53378	typical plasmid	rep_cluster_183,rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_030517505.1-NZ_CP124954.1	Enterococcus	53355	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_004332035.1-NZ_CP028726.1	Enterococcus	53338	typical plasmid	rep_cluster_976	MOBP	-	-	mobilizable	AMR
GCF_049262565.1-NZ_CP185999.1	Enterococcus	53305	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	AMR
GCF_022648285.1-NZ_CP076491.1	Enterococcus	53193	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_011193375.1-NZ_CP049777.1	Enterococcus	53121	typical plasmid	rep_cluster_980	MOBQ	MPF_T	-	conjugative	AMR
GCF_022648425.1-NZ_CP076496.1	Enterococcus	53047	typical plasmid	rep_cluster_180	MOBP,MOBP	MPF_T	-	conjugative	non-AMR
GCF_023375305.1-NZ_CP091202.1	Enterococcus	53013	typical plasmid	rep_cluster_183	MOBV	-	-	mobilizable	AMR
GCF_050481695.1-NZ_CP174920.1	Enterococcus	52917	typical plasmid	rep_cluster_1027	-	MPF_T	-	non-mobilizable	non-AMR
GCF_050482265.1-NZ_CP174915.1	Enterococcus	52917	typical plasmid	rep_cluster_1027	-	MPF_T	-	non-mobilizable	non-AMR
GCF_050916215.1-NZ_CP101394.1	Enterococcus	52880	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_016727265.1-NZ_CP068115.1	Enterococcus	52787	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_050909085.1-NZ_CP184243.1	Enterococcus	52737	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_030020745.1-NZ_CP124915.1	Enterococcus	52618	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	AMR
GCF_023299805.1-NZ_CP097063.1	Enterococcus	52519	typical plasmid	rep_cluster_1742,rep_cluster_185	MOBP,MOBT	-	-	mobilizable	AMR
GCF_050559735.1-NZ_CP187900.1	Enterococcus	52453	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_050516655.1-NZ_CP175401.1	Enterococcus	52435	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_050516645.1-NZ_CP175404.1	Enterococcus	52435	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_030517385.1-NZ_CP124937.1	Enterococcus	52223	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	non-AMR
GCF_046119225.1-NZ_CP171713.1	Enterococcus	52094	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_020882075.1-NZ_CP086563.1	Enterococcus	52092	typical plasmid	rep_cluster_1027	-	-	-	non-mobilizable	AMR
GCF_020162175.1-NZ_CP083922.1	Enterococcus	52056	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_900639335.1-NZ_LR135239.1	Enterococcus	51960	typical plasmid	rep_cluster_1763,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_900639415.1-NZ_LR135247.1	Enterococcus	51931	typical plasmid	rep_cluster_1763,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_018517125.1-NZ_CP065786.1	Enterococcus	51905	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	AMR
GCF_900639585.1-NZ_LR135359.1	Enterococcus	51724	typical plasmid	rep_cluster_1763,rep_cluster_889	MOBP	MPF_T	-	conjugative	AMR
GCF_030295845.1-NZ_AP027303.1	Enterococcus	51671	typical plasmid	rep_cluster_1118,rep_cluster_1118,rep_cluster_992	MOBP,MOBT,MOBV	-	-	mobilizable	AMR
GCF_007923885.2-NZ_CP038171.1	Enterococcus	51661	typical plasmid	rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_021496385.1-NZ_CP050817.1	Enterococcus	51632	typical plasmid	rep_cluster_183	-	-	-	non-mobilizable	AMR
GCF_036772935.1-NZ_CP117493.1	Enterococcus	51578	typical plasmid	rep_cluster_180	MOBP	-	-	mobilizable	non-AMR
GCF_028335445.1-NZ_CP116560.1	Enterococcus	51389	typical plasmid	rep_cluster_1118,rep_cluster_992	MOBT,MOBV	-	-	mobilizable	AMR
GCF_907165365.1-NZ_OU015711.1	Enterococcus	51289	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185,rep_cluster_943	-	-	-	non-mobilizable	AMR
GCF_025916235.1-NZ_CP109842.1	Enterococcus	51108	typical plasmid	rep_cluster_889	MOBP	MPF_T	-	conjugative	non-AMR
GCF_000211255.2-NC_017313.1	Enterococcus	51104	typical plasmid	rep_cluster_1027	MOBP	MPF_T	-	conjugative	non-AMR
GCF_004332015.1-NZ_CP028722.1	Enterococcus	50811	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	non-AMR
GCF_036281635.1-NZ_CP142813.1	Enterococcus	50792	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	non-AMR
GCF_036793375.1-NZ_CP145116.1	Enterococcus	50754	typical plasmid	rep_cluster_2101	-	-	-	non-mobilizable	non-AMR
GCF_040586835.1-NZ_CP095334.1	Enterococcus	50620	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_050916215.1-NZ_CP101395.1	Enterococcus	50442	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	non-AMR
GCF_016727125.1-NZ_CP068123.1	Enterococcus	50346	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_030719015.1-NZ_CP132227.1	Enterococcus	50239	typical plasmid	rep_cluster_183,rep_cluster_185,rep_cluster_2146	MOBV,MOBV	-	-	mobilizable	AMR
GCF_030376825.1-NZ_CP128463.1	Enterococcus	50228	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	MOBQ	MPF_T	-	conjugative	AMR
GCF_050492125.1-NZ_CP175111.1	Enterococcus	50140	typical plasmid	rep_cluster_1027	-	MPF_T	-	non-mobilizable	non-AMR
GCF_050492135.1-NZ_CP175107.1	Enterococcus	50140	typical plasmid	rep_cluster_1027	-	MPF_T	-	non-mobilizable	non-AMR
GCF_051294835.1-NZ_CP097488.1	Enterococcus	50120	typical plasmid	rep_cluster_183	MOBQ	-	-	mobilizable	non-AMR
GCF_033814055.1-NZ_CP138644.1	Enterococcus	50088	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_900639365.1-NZ_LR135205.1	Enterococcus	50023	typical plasmid	rep_cluster_185	-	-	-	non-mobilizable	non-AMR
GCF_900639355.1-NZ_LR135229.1	Enterococcus	50023	typical plasmid	rep_cluster_185	-	-	-	non-mobilizable	non-AMR
GCF_050909075.1-NZ_CP184237.1	Enterococcus	50005	typical plasmid	rep_cluster_185	-	-	MOBV	mobilizable	AMR
GCF_006337045.1-NZ_CP040873.1	Enterococcus	49933	typical plasmid	rep_cluster_893	-	-	-	non-mobilizable	non-AMR
GCF_029866805.1-NZ_CP104857.1	Enterococcus	49839	typical plasmid	rep_cluster_976	-	-	-	non-mobilizable	AMR
GCF_050320245.1-NZ_CP190402.1	Enterococcus	49730	typical plasmid	rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_050641865.1-NZ_CP192615.1	Enterococcus	49630	typical plasmid	rep_cluster_1093,rep_cluster_2146,rep_cluster_889	MOBV	-	-	mobilizable	AMR
GCF_003071445.1-NZ_CP020490.1	Enterococcus	49542	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_003071425.1-NZ_CP020486.1	Enterococcus	49542	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_003030425.1-NZ_CP028283.1	Enterococcus	49440	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_001518735.1-NZ_CP013996.1	Enterococcus	49420	typical plasmid	rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_050506875.1-NZ_CP175256.1	Enterococcus	49320	typical plasmid	rep_cluster_992	MOBC	-	-	mobilizable	AMR
GCF_023746575.1-NZ_CP098746.1	Enterococcus	49313	typical plasmid	rep_cluster_976	MOBC	-	-	mobilizable	non-AMR
GCF_026802365.1-NZ_CP113830.1	Enterococcus	49275	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_026802385.1-NZ_CP113835.1	Enterococcus	49275	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_033260105.1-NZ_CP137475.1	Enterococcus	49249	typical plasmid	rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_023375265.1-NZ_CP088201.1	Enterococcus	49180	typical plasmid	rep_cluster_1118,rep_cluster_185,rep_cluster_2301	MOBV,MOBV	-	MOBP	mobilizable	AMR
GCF_014490015.1-NZ_CP060862.1	Enterococcus	49122	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_016415105.1-NZ_CP066586.1	Enterococcus	48758	typical plasmid	rep_cluster_1093,rep_cluster_889	MOBP	-	-	mobilizable	AMR
GCF_043950215.1-NZ_CP171480.1	Enterococcus	48679	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_020882055.1-NZ_CP086567.1	Enterococcus	48589	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_020882095.1-NZ_CP086565.1	Enterococcus	48549	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_033814055.1-NZ_CP138645.1	Enterococcus	48434	typical plasmid	rep_cluster_992	MOBP,MOBV	-	-	mobilizable	AMR
GCF_001721905.1-NZ_CP016166.1	Enterococcus	48256	typical plasmid	rep_cluster_2146,rep_cluster_889	MOBV	-	-	mobilizable	AMR
GCF_050555575.1-NZ_CP187867.1	Enterococcus	48223	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_003020745.1-NZ_CP027519.1	Enterococcus	48209	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_033249005.1-NZ_CP137470.1	Enterococcus	48167	typical plasmid	rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_020162155.1-NZ_CP083914.1	Enterococcus	48157	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_003408995.2-NZ_CP129223.1	Enterococcus	47983	typical plasmid	rep_cluster_185	MOBP	MPF_T	-	conjugative	AMR
GCF_036689605.1-NZ_CP144765.1	Enterococcus	47823	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_016415405.1-NZ_CP066641.1	Enterococcus	47773	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_050908925.1-NZ_CP184170.1	Enterococcus	47591	typical plasmid	rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_907176815.1-NZ_OU016029.1	Enterococcus	47525	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_907176135.1-NZ_OU015948.1	Enterococcus	47525	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_907177285.1-NZ_OU016039.1	Enterococcus	47525	typical plasmid	Inc18,rep_cluster_1118,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_023299685.1-NZ_CP097050.1	Enterococcus	47498	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	non-AMR
GCF_002024245.1-NZ_CP019975.1	Enterococcus	47460	typical plasmid	rep_cluster_1249	MOBP	-	-	mobilizable	non-AMR
GCF_050556405.1-NZ_CP187875.1	Enterococcus	46920	typical plasmid	rep_cluster_1027	-	-	-	non-mobilizable	non-AMR
GCF_001953255.1-NZ_CP018831.1	Enterococcus	46747	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_050555445.1-NZ_CP187854.1	Enterococcus	46706	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_030295825.1-NZ_AP027300.1	Enterococcus	46702	typical plasmid	rep_cluster_185,rep_cluster_589	MOBT,MOBV	-	-	mobilizable	AMR
GCF_023299745.1-NZ_CP097029.1	Enterococcus	46690	typical plasmid	rep_cluster_185	MOBV	MPF_T	-	conjugative	AMR
GCF_005166365.1-NZ_CP034945.1	Enterococcus	46584	intermediate replicon	-	-	-	-	non-mobilizable	non-AMR
GCF_014489455.1-NZ_CP060803.1	Enterococcus	46541	typical plasmid	Inc18	MOBQ	MPF_T	-	conjugative	AMR
GCF_003020685.1-NZ_CP027500.1	Enterococcus	46474	typical plasmid	rep_cluster_185,rep_cluster_943	MOBV	-	-	mobilizable	AMR
GCF_028335265.1-NZ_CP116522.1	Enterococcus	46474	typical plasmid	rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_018986755.2-NZ_CP075607.1	Enterococcus	46461	typical plasmid	rep_cluster_992	MOBP	-	-	mobilizable	non-AMR
GCF_020149485.1-NZ_CP083698.1	Enterococcus	46448	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_900638775.1-NZ_LR135172.1	Enterococcus	46429	typical plasmid	rep_cluster_1093,rep_cluster_1093,rep_cluster_183	-	-	-	non-mobilizable	AMR
GCF_050492135.1-NZ_CP175109.1	Enterococcus	46333	typical plasmid	rep_cluster_980	-	-	-	non-mobilizable	AMR
GCF_002973755.2-NZ_CP044319.1	Enterococcus	46329	typical plasmid	rep_cluster_1018,rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_050475575.1-NZ_CP175024.1	Enterococcus	45999	typical plasmid	rep_cluster_1027	MOBC	-	-	mobilizable	non-AMR
GCF_050485055.1-NZ_CP174861.1	Enterococcus	45978	typical plasmid	rep_cluster_180	-	MPF_T	-	non-mobilizable	non-AMR
GCF_016415425.1-NZ_CP066649.1	Enterococcus	45965	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_038665115.1-NZ_CP152090.1	Enterococcus	45954	typical plasmid	-	-	-	-	non-mobilizable	AMR
GCF_027286245.1-NZ_CP114619.1	Enterococcus	45954	typical plasmid	-	-	-	-	non-mobilizable	AMR
GCF_900639445.1-NZ_LR135289.1	Enterococcus	45824	typical plasmid	rep_cluster_1018,rep_cluster_889	-	MPF_T	-	non-mobilizable	AMR
GCF_016126675.1-NZ_CP065932.1	Enterococcus	45647	typical plasmid	rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_005979285.1-NZ_CP030043.1	Enterococcus	45581	typical plasmid	rep_cluster_554,rep_cluster_980	MOBP	-	-	mobilizable	AMR
GCF_021713095.1-NZ_CP091305.1	Enterococcus	45571	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_026073115.1-NZ_AP026570.1	Enterococcus	45504	typical plasmid	rep_cluster_889,rep_cluster_935	-	-	-	non-mobilizable	AMR
GCF_002007625.1-NZ_CP019210.1	Enterococcus	45501	typical plasmid	rep_cluster_185	MOBP	-	-	mobilizable	AMR
GCF_025958785.1-NZ_CP110056.1	Enterococcus	45460	typical plasmid	rep_cluster_2101	MOBC	-	-	mobilizable	non-AMR
GCF_000391485.2-NZ_CP041740.1	Enterococcus	45436	typical plasmid	Inc18,rep_cluster_1017,rep_cluster_1018,rep_cluster_185	MOBV	MPF_T	-	conjugative	AMR
GCF_032680945.1-NZ_CP136344.1	Enterococcus	45375	typical plasmid	rep_cluster_1027	-	MPF_T	-	non-mobilizable	AMR
GCF_050506755.1-NZ_CP175272.1	Enterococcus	45374	typical plasmid	-	-	MPF_T	-	non-mobilizable	non-AMR
GCF_050506745.1-NZ_CP175279.1	Enterococcus	45374	typical plasmid	-	-	MPF_T	-	non-mobilizable	non-AMR
GCF_050485045.1-NZ_CP174867.1	Enterococcus	45351	typical plasmid	rep_cluster_980	MOBC	-	-	mobilizable	non-AMR
GCF_045277925.1-NZ_CP127333.1	Enterococcus	45311	typical plasmid	rep_cluster_1763,rep_cluster_889,rep_cluster_935	MOBV	-	-	mobilizable	AMR
GCF_016727305.1-NZ_CP068124.1	Enterococcus	45244	typical plasmid	Inc18	MOBQ	MPF_T	-	conjugative	AMR
GCF_001953235.1-NZ_CP018825.1	Enterococcus	45240	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_900640265.1-NZ_LR135784.1	Enterococcus	45085	typical plasmid	rep_cluster_1093,rep_cluster_1093,rep_cluster_183	-	-	-	non-mobilizable	AMR
GCF_050485045.1-NZ_CP174868.1	Enterococcus	44995	typical plasmid	rep_cluster_180	-	MPF_T	-	non-mobilizable	non-AMR
GCF_012933055.2-NZ_CP059795.1	Enterococcus	44920	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_014874615.1-NZ_CP062267.1	Enterococcus	44920	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_017898025.1-NZ_CP072709.1	Enterococcus	44920	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_021172105.3-NZ_CP092375.1	Enterococcus	44886	typical plasmid	rep_cluster_185	-	-	MOBV	mobilizable	AMR
GCF_032680925.1-NZ_CP136352.1	Enterococcus	44886	typical plasmid	rep_cluster_180	MOBP	MPF_T	-	conjugative	non-AMR
GCF_018219285.1-NZ_CP064409.1	Enterococcus	44860	typical plasmid	-	MOBQ	MPF_T	-	conjugative	non-AMR
GCF_900639355.1-NZ_LR135230.1	Enterococcus	44498	typical plasmid	rep_cluster_1763,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_021899455.1-NZ_CP091579.1	Enterococcus	44472	typical plasmid	rep_cluster_1763,rep_cluster_185	-	-	-	non-mobilizable	AMR
GCF_030020725.1-NZ_CP124920.1	Enterococcus	44445	typical plasmid	rep_cluster_980	-	-	-	non-mobilizable	non-AMR
GCF_016406425.1-NZ_CP066454.1	Enterococcus	44442	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_900639665.1-NZ_LR135446.1	Enterococcus	44438	typical plasmid	rep_cluster_1763,rep_cluster_889,rep_cluster_943	-	-	-	non-mobilizable	AMR
GCF_016406565.1-NZ_CP066429.1	Enterococcus	44421	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_050485055.1-NZ_CP174862.1	Enterococcus	44420	typical plasmid	rep_cluster_980	MOBC	-	-	mobilizable	non-AMR
GCF_016406525.1-NZ_CP066446.1	Enterococcus	44420	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_015999605.1-NZ_CP065550.1	Enterococcus	44323	typical plasmid	rep_cluster_1093,rep_cluster_889	-	-	-	non-mobilizable	AMR
GCF_036774845.1-NZ_CP117499.1	Enterococcus	44314	typical plasmid	rep_cluster_2101	-	MPF_T	-	non-mobilizable	non-AMR
GCF_046119205.1-NZ_CP171701.1	Enterococcus	44301	typical plasmid	rep_cluster_1018,rep_cluster_1763,rep_cluster_185	MOBV	-	-	mobilizable	AMR
GCF_050555445.1-NZ_CP187855.1	Enterococcus	44301	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_016727125.1-NZ_CP068121.1	Enterococcus	44226	typical plasmid	-	-	-	-	non-mobilizable	non-AMR
GCF_001720945.1-NZ_CP012431.1	Enterococcus	44226	typical plasmid	rep_cluster_1763,rep_cluster_2146,rep_cluster_889	MOBV	-	-	mobilizable	AMR
GCF_000737555.1-NZ_CP006031.1	Enterococcus	44086	typical plasmid	rep_cluster_893	MOBP	MPF_T	-	conjugative	non-AMR
GCF_028335205.1-NZ_CP116516.1	Enterococcus	44010	typical plasmid	rep_cluster_183,rep_cluster_1968	MOBP	-	-	mobilizable	AMR
GCF_900639725.1-NZ_LR135477.1	Enterococcus	44000	typical plasmid	rep_cluster_889,rep_cluster_889	-	-	-	non-mobilizable	AMR
