contig	genus	size	category-pident_90	chromid	ref_data
GCF_042149725.1-NZ_CP169853.1	Acinetobacter	19338	typical plasmid	No	
GCF_042149725.1-NZ_CP169854.1	Acinetobacter	10947	typical plasmid	No	
GCF_042149725.1-NZ_CP169855.1	Acinetobacter	106968	typical plasmid	No	
GCF_042149725.1-NZ_CP169856.1	Acinetobacter	73861	typical plasmid	No	
GCF_042151085.1-NZ_CP169859.1	Acinetobacter	3893825	typical chromosome	No	
GCF_042151085.1-NZ_CP169860.1	Acinetobacter	66037	intermediate replicon	No	
GCF_042151085.1-NZ_CP169861.1	Acinetobacter	34806	typical plasmid	No	
GCF_042151085.1-NZ_CP169862.1	Acinetobacter	21592	typical plasmid	No	
GCF_042151085.1-NZ_CP169863.1	Acinetobacter	101309	typical plasmid	No	
GCF_042151085.1-NZ_CP169864.1	Acinetobacter	9507	typical plasmid	No	
GCF_042151085.1-NZ_CP169865.1	Acinetobacter	10083	typical plasmid	No	
GCF_042151695.1-NZ_CP169866.1	Acinetobacter	3728679	typical chromosome	No	
GCF_042151695.1-NZ_CP169867.1	Acinetobacter	115879	typical plasmid	No	
GCF_042151695.1-NZ_CP169868.1	Acinetobacter	6820	typical plasmid	No	
GCF_042152325.1-NZ_CP169869.1	Acinetobacter	3862503	typical chromosome	No	
GCF_042153585.1-NZ_CP169872.1	Acinetobacter	4030440	typical chromosome	No	
GCF_042153585.1-NZ_CP169873.1	Acinetobacter	48140	typical plasmid	No	
GCF_042153585.1-NZ_CP169874.1	Acinetobacter	18491	typical plasmid	No	
GCF_042153585.1-NZ_CP169875.1	Acinetobacter	146397	typical plasmid	No	
GCF_042153585.1-NZ_CP169876.1	Acinetobacter	9638	typical plasmid	No	
GCF_042474915.1-NZ_CP132915.1	Acinetobacter	3749633	typical chromosome	No	
GCF_042474915.1-NZ_CP132916.1	Acinetobacter	108969	typical plasmid	No	
GCF_042474915.1-NZ_CP132917.1	Acinetobacter	50328	typical plasmid	No	
GCF_042474915.1-NZ_CP132918.1	Acinetobacter	11779	typical plasmid	No	
GCF_042474915.1-NZ_CP132919.1	Acinetobacter	11086	typical plasmid	No	
GCF_042478285.1-NZ_CP133052.1	Acinetobacter	3844255	typical chromosome	No	
GCF_042478285.1-NZ_CP133053.1	Acinetobacter	316034	typical plasmid	No	
GCF_043038945.1-NZ_CP134540.1	Acinetobacter	3933711	typical chromosome	No	
GCF_043038945.1-NZ_CP134541.1	Acinetobacter	131816	typical plasmid	No	
GCF_043038945.1-NZ_CP134542.1	Acinetobacter	5490	typical plasmid	No	
GCF_043038945.1-NZ_CP134543.1	Acinetobacter	77479	typical plasmid	No	
GCF_043039655.1-NZ_CP134544.1	Acinetobacter	3981017	typical chromosome	No	
GCF_043039655.1-NZ_CP134545.1	Acinetobacter	110967	typical plasmid	No	
GCF_043039655.1-NZ_CP134546.1	Acinetobacter	77525	typical plasmid	No	
GCF_043040285.1-NZ_CP134547.1	Acinetobacter	4035273	typical chromosome	No	
GCF_043040895.1-NZ_CP134548.1	Acinetobacter	3908238	typical chromosome	No	
GCF_043041525.1-NZ_CP134549.1	Acinetobacter	3870104	typical chromosome	No	
GCF_043042175.1-NZ_CP134550.1	Acinetobacter	4058765	typical chromosome	No	
GCF_043042175.1-NZ_CP134551.1	Acinetobacter	77531	typical plasmid	No	
GCF_043042805.1-NZ_CP134552.1	Acinetobacter	3942255	typical chromosome	No	
GCF_043043455.1-NZ_CP134553.1	Acinetobacter	3903470	typical chromosome	No	
GCF_043043455.1-NZ_CP134554.1	Acinetobacter	78938	typical plasmid	No	
GCF_000018445.1-NC_010611.1	Acinetobacter	3904116	typical chromosome	No	
GCF_000018445.1-NC_010605.1	Acinetobacter	28279	typical plasmid	No	
GCF_000018445.1-NC_010606.1	Acinetobacter	64366	typical plasmid	No	
GCF_000021245.2-NC_011586.2	Acinetobacter	4055148	typical chromosome	No	
GCF_000021245.2-NC_011585.2	Acinetobacter	8731	typical plasmid	No	
GCF_000046845.1-NC_005966.1	Acinetobacter	3598621	typical chromosome	No	
GCF_000069245.1-NC_010410.1	Acinetobacter	3936291	typical chromosome	No	
GCF_000069245.1-NC_010401.1	Acinetobacter	5644	typical plasmid	No	
GCF_000069245.1-NC_010402.1	Acinetobacter	9661	typical plasmid	No	
GCF_000069245.1-NC_010404.1	Acinetobacter	94413	typical plasmid	No	
GCF_000069245.1-NC_010403.1	Acinetobacter	2726	typical plasmid	No	
GCF_000186665.3-NC_020547.2	Acinetobacter	3704284	typical chromosome	No	
GCF_000186665.3-NC_020525.1	Acinetobacter	7416	typical plasmid	No	
GCF_000187205.2-NC_017847.1	Acinetobacter	3964912	typical chromosome	No	
GCF_000187205.2-NC_017848.1	Acinetobacter	77528	typical plasmid	No	
GCF_000187205.2-NC_020524.1	Acinetobacter	110967	typical plasmid	No	
GCF_000188215.1-NC_017162.1	Acinetobacter	3940614	typical chromosome	No	
GCF_000188215.1-NC_017163.1	Acinetobacter	74451	typical plasmid	No	
GCF_000188215.1-NC_017164.1	Acinetobacter	8041	typical plasmid	No	
GCF_000191145.1-NC_016603.1	Acinetobacter	3862530	typical chromosome	No	
GCF_000196795.1-NC_014259.1	Acinetobacter	4152543	typical chromosome	No	
GCF_000226275.2-NC_017171.2	Acinetobacter	4022275	typical chromosome	No	
GCF_000302575.1-NC_018706.1	Acinetobacter	3957368	typical chromosome	No	
GCF_000419385.1-NC_021726.1	Acinetobacter	3951920	typical chromosome	No	
GCF_000419385.1-NC_021727.1	Acinetobacter	70170	typical plasmid	No	
GCF_000419385.1-NC_021728.1	Acinetobacter	20139	intermediate replicon	No	
GCF_000419405.1-NC_021733.1	Acinetobacter	4001621	typical chromosome	No	
GCF_000419405.1-NC_021734.1	Acinetobacter	52268	typical plasmid	No	
GCF_000419425.1-NC_021729.1	Acinetobacter	3906795	typical chromosome	No	
GCF_000419425.1-NC_021730.1	Acinetobacter	8721	typical plasmid	No	
GCF_000419425.1-NC_021731.1	Acinetobacter	70167	typical plasmid	No	
GCF_000419425.1-NC_021732.1	Acinetobacter	20139	intermediate replicon	No	
GCF_000498375.2-NZ_CP017152.1	Acinetobacter	4178958	typical chromosome	No	
GCF_000505685.1-NC_023028.1	Acinetobacter	3763012	typical chromosome	No	
GCF_000505685.1-NC_019985.2	Acinetobacter	48368	typical plasmid	No	
GCF_000505685.1-NC_023031.1	Acinetobacter	113866	typical plasmid	No	
GCF_000786735.1-NZ_CP007712.1	Acinetobacter	3954354	typical chromosome	No	
GCF_000786735.1-NZ_CP007713.1	Acinetobacter	8006	typical plasmid	No	
GCF_000786735.1-NZ_CP007714.1	Acinetobacter	6076	typical plasmid	No	
GCF_000814165.3-NZ_CP010368.1	Acinetobacter	3858956	typical chromosome	No	
GCF_000814165.3-NZ_CP010903.1	Acinetobacter	66409	typical plasmid	No	
GCF_000814165.3-NZ_CP010369.1	Acinetobacter	89111	typical plasmid	No	
GCF_000814165.3-NZ_CP010370.2	Acinetobacter	47274	typical plasmid	No	
GCF_000828795.1-NZ_AP013357.1	Acinetobacter	4021920	typical chromosome	No	
GCF_001278715.1-NZ_CP012608.1	Acinetobacter	2962453	typical chromosome	No	
GCF_001307195.1-NZ_CP012808.1	Acinetobacter	3054269	typical chromosome	No	
GCF_001484935.1-NZ_CP010350.1	Acinetobacter	3509795	typical chromosome	No	
GCF_001484935.1-NZ_CP010352.1	Acinetobacter	3978	typical plasmid	No	
GCF_001484935.1-NZ_CP010353.1	Acinetobacter	4724	typical plasmid	No	
GCF_001484935.1-NZ_CP010354.1	Acinetobacter	11643	typical plasmid	No	
GCF_001484935.1-NZ_CP010355.1	Acinetobacter	7579	typical plasmid	No	
GCF_001484935.1-NZ_CP010356.1	Acinetobacter	13940	typical plasmid	No	
GCF_001484935.1-NZ_CP010357.1	Acinetobacter	13330	typical plasmid	No	
GCF_001484935.1-NZ_CP010358.1	Acinetobacter	117483	typical plasmid	No	
GCF_001484935.1-NZ_CP010351.1	Acinetobacter	398857	typical plasmid	No	
GCF_001577285.1-NZ_CP014477.1	Acinetobacter	4033345	typical chromosome	No	
GCF_001577285.1-NZ_CP014479.1	Acinetobacter	36862	typical plasmid	No	
GCF_001577285.1-NZ_CP014478.1	Acinetobacter	146597	typical plasmid	No	
GCF_001612555.1-NZ_CP015110.1	Acinetobacter	3383728	typical chromosome	No	
GCF_001612555.1-NZ_CP015111.1	Acinetobacter	298877	typical plasmid	No	
GCF_001612555.1-NZ_CP015112.1	Acinetobacter	8682	typical plasmid	No	
GCF_001617545.1-NZ_CP015145.1	Acinetobacter	3935326	typical chromosome	No	
GCF_001617545.1-NZ_CP015147.1	Acinetobacter	5562	typical plasmid	No	
GCF_001617545.1-NZ_CP015148.1	Acinetobacter	5813	typical plasmid	No	
GCF_001617545.1-NZ_CP015146.1	Acinetobacter	10498	typical plasmid	No	
GCF_001647675.1-NZ_CP015594.1	Acinetobacter	2738313	typical chromosome	No	
GCF_001647675.1-NZ_CP015595.1	Acinetobacter	309964	typical plasmid	No	
GCF_001696615.3-NZ_CP032279.1	Acinetobacter	3630637	typical chromosome	No	
GCF_001696615.3-NZ_CP032268.1	Acinetobacter	66814	typical plasmid	No	
GCF_001696615.3-NZ_CP032278.1	Acinetobacter	49649	typical plasmid	No	
GCF_001696615.3-NZ_CP032270.1	Acinetobacter	14502	typical plasmid	No	
GCF_001696615.3-NZ_CP032271.1	Acinetobacter	13204	typical plasmid	No	
GCF_001696615.3-NZ_CP032272.1	Acinetobacter	12457	typical plasmid	No	
GCF_001696615.3-NZ_CP032273.1	Acinetobacter	11378	typical plasmid	No	
GCF_001696615.3-NZ_CP032274.1	Acinetobacter	10922	typical plasmid	No	
GCF_001696615.3-NZ_CP032275.1	Acinetobacter	10090	typical plasmid	No	
GCF_001696615.3-NZ_CP032276.1	Acinetobacter	8540	typical plasmid	No	
GCF_001696615.3-NZ_CP032277.1	Acinetobacter	5934	typical plasmid	No	
GCF_001696615.3-NZ_CP032267.1	Acinetobacter	3470	typical plasmid	No	
GCF_001696615.3-NZ_CP032269.1	Acinetobacter	2817	typical plasmid	No	
GCF_001704115.1-NZ_CP016895.1	Acinetobacter	3741098	typical chromosome	No	
GCF_001704615.3-NZ_CP029397.2	Acinetobacter	3353930	typical chromosome	No	
GCF_001704615.3-NZ_CP029389.2	Acinetobacter	76885	typical plasmid	No	
GCF_001704615.3-NZ_CP029390.2	Acinetobacter	7173	typical plasmid	No	
GCF_001704615.3-NZ_CP029391.2	Acinetobacter	5017	typical plasmid	No	
GCF_001704615.3-NZ_CP029392.2	Acinetobacter	4761	typical plasmid	No	
GCF_001704615.3-NZ_CP029393.2	Acinetobacter	4700	typical plasmid	No	
GCF_001704615.3-NZ_CP029394.2	Acinetobacter	3063	typical plasmid	No	
GCF_001704615.3-NZ_CP029395.2	Acinetobacter	1381	typical plasmid	No	
GCF_001704615.3-NZ_CP029396.2	Acinetobacter	355358	typical plasmid	No	
GCF_001932555.1-NZ_CP018871.1	Acinetobacter	3442728	typical chromosome	No	
GCF_001932555.1-NZ_CP018872.1	Acinetobacter	56602	typical plasmid	No	
GCF_001932555.1-NZ_CP018873.1	Acinetobacter	39508	typical plasmid	No	
GCF_001941805.1-NZ_CP019041.1	Acinetobacter	3378307	typical chromosome	No	
GCF_001953195.1-NZ_CP016896.1	Acinetobacter	3438298	typical chromosome	No	
GCF_001953195.1-NZ_CP016897.1	Acinetobacter	86373	typical plasmid	No	
GCF_001953195.1-NZ_CP016898.1	Acinetobacter	78649	typical plasmid	No	
GCF_001953195.1-NZ_CP016899.1	Acinetobacter	10453	typical plasmid	No	
GCF_001953195.1-NZ_CP016900.1	Acinetobacter	9416	typical plasmid	No	
GCF_001953195.1-NZ_CP016901.1	Acinetobacter	5086	typical plasmid	No	
GCF_001953195.1-NZ_CP016902.1	Acinetobacter	4066	typical plasmid	No	
GCF_001953195.1-NZ_CP016903.1	Acinetobacter	4008	typical plasmid	No	
GCF_001971565.1-NZ_CP015615.1	Acinetobacter	3001209	typical chromosome	No	
GCF_001971565.1-NZ_CP015616.1	Acinetobacter	179461	typical plasmid	No	
GCF_001971565.1-NZ_CP015617.1	Acinetobacter	45079	typical plasmid	No	
GCF_001971565.1-NZ_CP015618.1	Acinetobacter	14058	typical plasmid	No	
GCF_001971565.1-NZ_CP015619.1	Acinetobacter	10218	typical plasmid	No	
GCF_001971565.1-NZ_CP015620.1	Acinetobacter	10085	typical plasmid	No	
GCF_001971565.1-NZ_CP015621.1	Acinetobacter	7943	typical plasmid	No	
GCF_002012285.1-NZ_CP017938.1	Acinetobacter	4017183	typical chromosome	No	
GCF_002012285.1-NZ_CP017939.1	Acinetobacter	28641	typical plasmid	No	
GCF_002055515.1-NZ_CP020000.1	Acinetobacter	4110074	typical chromosome	No	
GCF_002055515.1-NZ_CP020001.1	Acinetobacter	5920	typical plasmid	No	
GCF_002076935.1-NZ_CP020015.1	Acinetobacter	3981712	typical chromosome	No	
GCF_002082665.1-NZ_CP020588.1	Acinetobacter	4130956	typical chromosome	No	
GCF_002082665.1-NZ_CP020587.1	Acinetobacter	11400	typical plasmid	No	
GCF_002119785.2-NZ_CP019143.2	Acinetobacter	3259224	typical chromosome	No	
GCF_002119785.2-NZ_CP019144.2	Acinetobacter	186588	typical plasmid	No	
GCF_002119785.2-NZ_CP043941.1	Acinetobacter	38405	typical plasmid	No	
GCF_002119785.2-NZ_CP019152.2	Acinetobacter	17035	typical plasmid	No	
GCF_002119785.2-NZ_CP019145.1	Acinetobacter	13816	typical plasmid	No	
GCF_002119785.2-NZ_CP019147.1	Acinetobacter	6886	typical plasmid	No	
GCF_002119785.2-NZ_CP019146.1	Acinetobacter	6691	typical plasmid	No	
GCF_002119785.2-NZ_CP019151.1	Acinetobacter	6168	typical plasmid	No	
GCF_002119785.2-NZ_CP019148.1	Acinetobacter	5518	typical plasmid	No	
GCF_002119785.2-NZ_CP019149.1	Acinetobacter	5246	typical plasmid	No	
GCF_002119785.2-NZ_CP019150.1	Acinetobacter	4348	typical plasmid	No	
GCF_002158945.1-NZ_CP021428.1	Acinetobacter	4070270	typical chromosome	No	
GCF_002158945.1-NZ_CP021429.1	Acinetobacter	112604	typical plasmid	No	
GCF_002165245.3-NZ_CP028800.2	Acinetobacter	3352482	typical chromosome	No	
GCF_002165245.3-NZ_CP028798.2	Acinetobacter	33869	typical plasmid	No	
GCF_002165245.3-NZ_CP028799.2	Acinetobacter	6074	typical plasmid	No	
GCF_002165255.2-NZ_CP028561.1	Acinetobacter	2876784	typical chromosome	No	
GCF_002165255.2-NZ_CP028556.1	Acinetobacter	7547	typical plasmid	No	
GCF_002165255.2-NZ_CP028560.1	Acinetobacter	190170	typical plasmid	No	
GCF_002165255.2-NZ_CP028557.1	Acinetobacter	7282	typical plasmid	No	
GCF_002165255.2-NZ_CP028558.1	Acinetobacter	6132	typical plasmid	No	
GCF_002165255.2-NZ_CP028559.1	Acinetobacter	4344	typical plasmid	No	
GCF_002165295.2-NZ_CP032143.1	Acinetobacter	3557428	typical chromosome	No	
GCF_002165295.2-NZ_CP032138.1	Acinetobacter	16399	typical plasmid	No	
GCF_002165295.2-NZ_CP032142.1	Acinetobacter	39365	typical plasmid	No	
GCF_002165295.2-NZ_CP032139.1	Acinetobacter	7654	typical plasmid	No	
GCF_002165295.2-NZ_CP032140.1	Acinetobacter	5025	typical plasmid	No	
GCF_002165295.2-NZ_CP032141.1	Acinetobacter	4700	typical plasmid	No	
GCF_002165305.2-NZ_CP032286.1	Acinetobacter	3415345	typical chromosome	No	
GCF_002165305.2-NZ_CP032280.1	Acinetobacter	71539	typical plasmid	No	
GCF_002165305.2-NZ_CP032284.1	Acinetobacter	71326	typical plasmid	No	
GCF_002165305.2-NZ_CP032281.1	Acinetobacter	16361	typical plasmid	No	
GCF_002165305.2-NZ_CP032282.1	Acinetobacter	14838	typical plasmid	No	
GCF_002165305.2-NZ_CP032283.1	Acinetobacter	5624	typical plasmid	No	
GCF_002165305.2-NZ_CP032285.1	Acinetobacter	372328	typical plasmid	No	
GCF_002165375.2-NZ_CP032134.1	Acinetobacter	3600635	typical chromosome	No	
GCF_002165375.2-NZ_CP032127.1	Acinetobacter	18155	typical plasmid	No	
GCF_002165375.2-NZ_CP032132.1	Acinetobacter	39357	typical plasmid	No	
GCF_002165375.2-NZ_CP032128.1	Acinetobacter	5433	typical plasmid	No	
GCF_002165375.2-NZ_CP032129.1	Acinetobacter	4353	typical plasmid	No	
GCF_002165375.2-NZ_CP032130.1	Acinetobacter	1398	typical plasmid	No	
GCF_002165375.2-NZ_CP032131.1	Acinetobacter	1243	typical plasmid	No	
GCF_002165375.2-NZ_CP032133.1	Acinetobacter	66715	typical plasmid	No	
GCF_002370525.2-NZ_AP014630.1	Acinetobacter	4648418	typical chromosome	No	
GCF_002688565.1-NZ_CP024011.1	Acinetobacter	3178335	typical chromosome	No	
GCF_002688565.1-NZ_CP024012.1	Acinetobacter	179399	typical plasmid	No	
GCF_002761875.1-NZ_CP024632.1	Acinetobacter	3288057	typical chromosome	No	
GCF_002803025.2-NZ_CP001172.1	Acinetobacter	3759495	typical chromosome	No	
GCF_002813045.1-NZ_CP018259.1	Acinetobacter	4509124	typical chromosome	No	
GCF_002813065.1-NZ_CP018260.1	Acinetobacter	3267348	typical chromosome	No	
GCF_002813065.1-NZ_CP018261.1	Acinetobacter	54698	typical plasmid	No	
GCF_002863745.1-NZ_CP018909.1	Acinetobacter	4090120	typical chromosome	No	
GCF_002863745.1-NZ_CP018910.1	Acinetobacter	9501	typical plasmid	No	
GCF_002902805.2-NZ_CP026089.2	Acinetobacter	4040202	typical chromosome	No	
GCF_002902805.2-NZ_CP026087.2	Acinetobacter	91563	typical plasmid	No	
GCF_002902805.2-NZ_CP026088.1	Acinetobacter	9203	typical plasmid	No	
GCF_002902805.2-NZ_CP026086.2	Acinetobacter	112436	typical plasmid	No	
GCF_002934695.1-NZ_CP026420.1	Acinetobacter	3307251	typical chromosome	No	
GCF_002934695.1-NZ_CP026427.1	Acinetobacter	8765	typical plasmid	No	
GCF_002934695.1-NZ_CP026421.1	Acinetobacter	11503	typical plasmid	No	
GCF_002934695.1-NZ_CP026426.1	Acinetobacter	257654	typical plasmid	No	
GCF_002934695.1-NZ_CP026425.1	Acinetobacter	39361	typical plasmid	No	
GCF_002934695.1-NZ_CP026423.1	Acinetobacter	40249	typical plasmid	No	
GCF_002934695.1-NZ_CP026424.1	Acinetobacter	18295	typical plasmid	No	
GCF_002934695.1-NZ_CP026422.1	Acinetobacter	13080	typical plasmid	No	
GCF_002934965.1-NZ_CP026412.1	Acinetobacter	3795065	typical chromosome	No	
GCF_002934965.1-NZ_CP026419.1	Acinetobacter	41447	typical plasmid	No	
GCF_002934965.1-NZ_CP026417.1	Acinetobacter	12933	typical plasmid	No	
GCF_002934965.1-NZ_CP026418.1	Acinetobacter	43928	typical plasmid	No	
GCF_002934965.1-NZ_CP026413.1	Acinetobacter	11959	typical plasmid	No	
GCF_002934965.1-NZ_CP026415.1	Acinetobacter	118501	typical plasmid	No	
GCF_002934965.1-NZ_CP026414.1	Acinetobacter	17598	typical plasmid	No	
GCF_002934965.1-NZ_CP026416.1	Acinetobacter	127843	typical plasmid	No	
GCF_002946595.1-NZ_CP026616.1	Acinetobacter	2914878	typical chromosome	No	
GCF_002946595.1-NZ_CP026617.1	Acinetobacter	38161	typical plasmid	No	
GCF_002951295.1-NZ_CP014019.1	Acinetobacter	4002679	typical chromosome	No	
GCF_002953575.2-NZ_CP024620.2	Acinetobacter	3157380	typical chromosome	No	
GCF_002980175.2-NZ_CP058272.1	Acinetobacter	4635013	typical chromosome	No	
GCF_002993105.1-NZ_CP027365.1	Acinetobacter	3132860	typical chromosome	No	
GCF_002999115.2-NZ_CP027250.2	Acinetobacter	3954626	typical chromosome	No	
GCF_002999115.2-NZ_CP027247.2	Acinetobacter	66765	typical plasmid	No	
GCF_002999115.2-NZ_CP027248.1	Acinetobacter	18485	typical plasmid	No	
GCF_002999115.2-NZ_CP027249.2	Acinetobacter	105591	typical plasmid	No	
GCF_002999215.3-NZ_CP027254.3	Acinetobacter	3844072	typical chromosome	No	
GCF_002999215.3-NZ_CP027251.3	Acinetobacter	77340	typical plasmid	No	
GCF_002999215.3-NZ_CP027252.3	Acinetobacter	9132	typical plasmid	No	
GCF_002999215.3-NZ_CP027253.1	Acinetobacter	24018	typical plasmid	No	
GCF_003024525.3-NZ_CP035934.2	Acinetobacter	3427709	typical chromosome	No	
GCF_003024525.3-NZ_CP035936.1	Acinetobacter	177151	typical plasmid	No	
GCF_003024525.3-NZ_CP035935.1	Acinetobacter	48560	typical plasmid	No	
GCF_003024525.3-NZ_CP035937.1	Acinetobacter	18761	typical plasmid	No	
GCF_003024525.3-NZ_CP035938.1	Acinetobacter	12247	typical plasmid	No	
GCF_003024525.3-NZ_CP035939.1	Acinetobacter	9699	typical plasmid	No	
GCF_003024525.3-NZ_CP035940.1	Acinetobacter	8138	typical plasmid	No	
GCF_003024525.3-NZ_CP035941.1	Acinetobacter	4692	typical plasmid	No	
GCF_003024525.3-NZ_CP035942.1	Acinetobacter	2123	typical plasmid	No	
GCF_003024525.3-NZ_CP035943.1	Acinetobacter	1791	typical plasmid	No	
GCF_003051965.2-NZ_CP028574.2	Acinetobacter	4052350	typical chromosome	No	
GCF_003051965.2-NZ_CP028569.1	Acinetobacter	121612	typical plasmid	No	
GCF_003051965.2-NZ_CP028570.1	Acinetobacter	10472	typical plasmid	No	
GCF_003051965.2-NZ_CP028571.1	Acinetobacter	4771	typical plasmid	No	
GCF_003051965.2-NZ_CP028572.2	Acinetobacter	2295	typical plasmid	No	
GCF_003051965.2-NZ_CP028573.2	Acinetobacter	61751	typical plasmid	No	
GCF_003072585.2-NZ_CP025618.2	Acinetobacter	3088433	typical chromosome	No	
GCF_003072585.2-NZ_CP025619.2	Acinetobacter	156230	typical plasmid	No	
GCF_003143895.1-NZ_CP029351.1	Acinetobacter	4010110	typical chromosome	No	
GCF_003258335.1-NZ_CP030031.1	Acinetobacter	3089777	typical chromosome	No	
GCF_003323815.1-NZ_CP030880.1	Acinetobacter	3441166	typical chromosome	No	
GCF_003335165.1-NZ_CP031011.1	Acinetobacter	3398706	typical chromosome	No	
GCF_003430865.2-NZ_CP041224.1	Acinetobacter	3600228	typical chromosome	No	
GCF_003430865.2-NZ_CP041227.1	Acinetobacter	6404	typical plasmid	No	
GCF_003430865.2-NZ_CP041226.1	Acinetobacter	11418	typical plasmid	No	
GCF_003430865.2-NZ_CP041225.1	Acinetobacter	12840	typical plasmid	No	
GCF_003430865.2-NZ_CP041229.1	Acinetobacter	45460	typical plasmid	No	
GCF_003430865.2-NZ_CP041228.1	Acinetobacter	4723	typical plasmid	No	
GCF_003812205.1-NZ_CP033862.1	Acinetobacter	4075289	typical chromosome	No	
GCF_003812205.1-NZ_CP033863.1	Acinetobacter	23171	typical plasmid	No	
GCF_003812205.1-NZ_CP033864.1	Acinetobacter	68135	typical plasmid	No	
GCF_003812225.1-NZ_CP033866.1	Acinetobacter	3952018	typical chromosome	No	
GCF_003812225.1-NZ_CP033867.1	Acinetobacter	1226	typical plasmid	No	
GCF_003812245.1-NZ_CP033858.1	Acinetobacter	3926001	typical chromosome	No	
GCF_003812245.1-NZ_CP033857.1	Acinetobacter	67023	typical plasmid	No	
GCF_003812245.1-NZ_CP033859.1	Acinetobacter	16832	typical plasmid	No	
GCF_003812245.1-NZ_CP033860.1	Acinetobacter	11600	typical plasmid	No	
GCF_003939325.2-NZ_CP079792.1	Acinetobacter	3185734	typical chromosome	No	
GCF_003939325.2-NZ_CP079793.1	Acinetobacter	340235	typical plasmid	No	
GCF_003939325.2-NZ_CP079794.1	Acinetobacter	155957	typical plasmid	No	
GCF_003939325.2-NZ_CP079795.1	Acinetobacter	6903	typical plasmid	No	
GCF_003939325.2-NZ_CP079796.1	Acinetobacter	6837	typical plasmid	No	
GCF_003939325.2-NZ_CP079797.1	Acinetobacter	6562	typical plasmid	No	
GCF_003939325.2-NZ_CP079798.1	Acinetobacter	6005	typical plasmid	No	
GCF_003939335.2-NZ_CP078018.1	Acinetobacter	3436819	typical chromosome	No	
GCF_003939335.2-NZ_CP078019.1	Acinetobacter	332451	typical plasmid	No	
GCF_003939355.2-NZ_CP078042.1	Acinetobacter	3199829	typical chromosome	No	
GCF_003939355.2-NZ_CP078043.1	Acinetobacter	264416	typical plasmid	No	
GCF_003939355.2-NZ_CP078044.1	Acinetobacter	19316	typical plasmid	No	
GCF_003952785.1-NZ_CP022298.1	Acinetobacter	3610322	typical chromosome	No	
GCF_003952785.1-NZ_CP022299.1	Acinetobacter	94476	typical plasmid	No	
GCF_003952785.1-NZ_CP022300.1	Acinetobacter	22605	typical plasmid	No	
GCF_003952785.1-NZ_CP022301.1	Acinetobacter	6970	typical plasmid	No	
GCF_003952785.1-NZ_CP022302.1	Acinetobacter	1859	typical plasmid	No	
GCF_003956065.1-NZ_CP029610.1	Acinetobacter	4211131	typical chromosome	No	
GCF_003956065.1-NZ_CP029611.1	Acinetobacter	84302	typical plasmid	No	
GCF_004151415.2-NZ_CP078045.1	Acinetobacter	3308800	typical chromosome	No	
GCF_004151415.2-NZ_CP078054.1	Acinetobacter	4238	typical plasmid	No	
GCF_004151415.2-NZ_CP078055.1	Acinetobacter	3017	typical plasmid	No	
GCF_004151415.2-NZ_CP078046.1	Acinetobacter	284005	typical plasmid	No	
GCF_004151415.2-NZ_CP078047.1	Acinetobacter	158191	typical plasmid	No	
GCF_004151415.2-NZ_CP078048.1	Acinetobacter	14792	typical plasmid	No	
GCF_004151415.2-NZ_CP078049.1	Acinetobacter	13776	typical plasmid	No	
GCF_004151415.2-NZ_CP078050.1	Acinetobacter	8120	typical plasmid	No	
GCF_004151415.2-NZ_CP078051.1	Acinetobacter	7976	typical plasmid	No	
GCF_004151415.2-NZ_CP078052.1	Acinetobacter	7596	typical plasmid	No	
GCF_004151415.2-NZ_CP078053.1	Acinetobacter	5246	typical plasmid	No	
GCF_004295305.1-NZ_CP036171.1	Acinetobacter	3958196	typical chromosome	No	
GCF_004337595.1-NZ_CP037424.1	Acinetobacter	3749210	typical chromosome	No	
GCF_004337595.1-NZ_CP037425.1	Acinetobacter	55044	typical plasmid	No	
GCF_004379355.1-NZ_CP038009.1	Acinetobacter	3414636	typical chromosome	No	
GCF_004379355.1-NZ_CP038010.1	Acinetobacter	306131	typical plasmid	No	
GCF_004379355.1-NZ_CP038011.1	Acinetobacter	13835	typical plasmid	No	
GCF_004792395.1-NZ_CP038816.1	Acinetobacter	3793191	typical chromosome	No	
GCF_004797155.2-NZ_CP039025.2	Acinetobacter	3955017	typical chromosome	No	
GCF_004797155.2-NZ_CP039024.1	Acinetobacter	30876	typical plasmid	No	
GCF_004797155.2-NZ_CP039026.1	Acinetobacter	30410	typical plasmid	No	
GCF_005281455.1-NZ_CP040105.1	Acinetobacter	3824973	typical chromosome	No	
GCF_005519135.2-NZ_CP031380.1	Acinetobacter	3919274	typical chromosome	No	
GCF_005519135.2-NZ_CP031381.2	Acinetobacter	24268	typical plasmid	No	
GCF_005519135.2-NZ_CP031382.1	Acinetobacter	70101	typical plasmid	No	
GCF_005519305.1-NZ_CP038022.1	Acinetobacter	3009347	typical chromosome	No	
GCF_005519305.1-NZ_CP038023.1	Acinetobacter	88584	typical plasmid	No	
GCF_005519305.1-NZ_CP038024.1	Acinetobacter	69207	typical plasmid	No	
GCF_005519305.1-NZ_CP038025.1	Acinetobacter	80103	typical plasmid	No	
GCF_006757745.1-NZ_AP019740.1	Acinetobacter	3038795	typical chromosome	No	
GCF_006757745.1-NZ_AP019741.1	Acinetobacter	240231	typical plasmid	No	
