contig	organism	genus	size	plasmidness-original	plasmidness-pident_90	plasmidness-pident_95	original category	category-pident_90	GC_content	topology
GCF_051132395.1-NZ_CP125665.1	Vibrio chagasii	Vibrio	332018	0.9410887871032588	0.9438237341803232	0.9456492878210322	plasmid	typical plasmid	0.4419218235155925	circular
GCF_051132395.1-NZ_CP125664.1	Vibrio chagasii	Vibrio	89383	0.854385231040174	0.9115691772445096	0.9667967266938	plasmid	typical plasmid	0.4248011366814718	circular
GCF_051132395.1-NZ_CP125668.1	Vibrio chagasii	Vibrio	41562	0.9579889638203216	0.9958007743211532	1.0	plasmid	typical plasmid	0.4469467301862278	circular
GCF_948151475.1-NZ_OX411212.1	Vibrio campbellii	Vibrio	3734099	0.0064792033287572	0.0064230802487307	0.0059288256505635	chromosome	typical chromosome	0.4534191514472434	linear
GCF_948151475.1-NZ_OX411213.1	Vibrio campbellii	Vibrio	2149670	0.0159540068223605	0.0253165059385633	0.0280611550757873	chromosome	typical chromosome	0.4506203277712393	linear
GCF_948151475.1-NZ_OX411214.1	Vibrio campbellii	Vibrio	150483	0.6253203695946897	0.7171317340441277	0.7465459399453767	plasmid	typical plasmid	0.450157160609504	circular
GCF_000006745.1-NC_002505.1	Vibrio cholerae	Vibrio	2961149	0.0003721293276734	9.321761544502186e-05	1.571767626218579e-05	chromosome	typical chromosome	0.4769483062149186	circular
GCF_000006745.1-NC_002506.1	Vibrio cholerae	Vibrio	1072315	0.0023792714475611	0.0002515609208084	0.0001568190083416	chromosome	typical chromosome	0.4691354685889873	circular
GCF_000016245.1-NC_009457.1	Vibrio cholerae	Vibrio	3024069	0.0002630915280295	8.652106302841161e-05	8.494036560596482e-05	chromosome	typical chromosome	0.4778006057401468	circular
GCF_000016245.1-NC_009456.1	Vibrio cholerae	Vibrio	1108250	0.0023917475556663	0.0002157275641474	0.0001343357280125	chromosome	typical chromosome	0.4688445747800586	circular
GCF_000021605.1-NC_012578.1	Vibrio cholerae	Vibrio	2892523	0.0002800634584778	3.316617615434901e-05	1.4541159212038264e-05	chromosome	typical chromosome	0.4783187549416202	circular
GCF_000021605.1-NC_012580.1	Vibrio cholerae	Vibrio	1046382	0.0025390086704346	0.0002539138829806	0.0001385471817524	chromosome	typical chromosome	0.4703597730083277	circular
GCF_000021625.1-NC_012582.1	Vibrio cholerae	Vibrio	3024078	0.0002630696523842	8.6597132290851e-05	8.49401128137781e-05	chromosome	typical chromosome	0.4777998451098152	circular
GCF_000021625.1-NC_012583.1	Vibrio cholerae	Vibrio	1111222	0.0023866780006279	0.0002151519048781	0.0001339764426639	chromosome	typical chromosome	0.4686732264120041	circular
GCF_000022585.1-NC_012668.1	Vibrio cholerae	Vibrio	3149584	0.0034530706717469	0.0029911435934466	0.0027666038012198	chromosome	typical chromosome	0.4751703717062316	circular
GCF_000022585.1-NC_012667.1	Vibrio cholerae	Vibrio	1086784	0.0023598470861691	0.0002301085601514	0.0001423139147164	chromosome	typical chromosome	0.4674811186031447	circular
GCF_000166455.1-NC_016445.1	Vibrio cholerae	Vibrio	3031375	0.0020633868825536	0.001750268947321	0.0016948859451286	chromosome	typical chromosome	0.4767064450950476	circular
GCF_000166455.1-NC_016446.1	Vibrio cholerae	Vibrio	1046365	0.0023890507982858	0.0002394492162473	0.0001479867127251	chromosome	typical chromosome	0.4701867895046184	circular
GCF_000184325.1-NC_016602.1	Vibrio furnissii	Vibrio	3294546	0.0034276890361328	0.0024227817190608	0.0012183406280503	chromosome	typical chromosome	0.5073469910573415	circular
GCF_000184325.1-NC_016628.1	Vibrio furnissii	Vibrio	1621862	0.0029110866724945	0.0008633228014287	0.0006403913412098	chromosome	typical chromosome	0.5054591574375625	circular
GCF_000196095.1-NC_004603.1	Vibrio parahaemolyticus	Vibrio	3288558	0.0006735608236253	0.0004460309193172	0.0003611281053582	chromosome	typical chromosome	0.4538563710903077	circular
GCF_000196095.1-NC_004605.1	Vibrio parahaemolyticus	Vibrio	1877212	0.003929377029644	0.001276794512058	0.0008130733534911	chromosome	typical chromosome	0.4535151064450898	circular
GCF_000241385.1-NC_016613.1	Vibrio sp. EJY3	Vibrio	3478307	0.0032331268912577	0.0025189206411901	0.0011207317619979	chromosome	typical chromosome	0.4503236775822261	circular
GCF_000241385.1-NC_016614.1	Vibrio sp. EJY3	Vibrio	1974339	0.0065290873791174	0.0014663774568124	0.0016275646580465	chromosome	typical chromosome	0.445680301103306	circular
GCF_000250855.1-NC_016944.1	Vibrio cholerae	Vibrio	3007450	0.0003801915550322	9.664205074107832e-05	1.9570066889963987e-05	chromosome	typical chromosome	0.4765665264592927	circular
GCF_000250855.1-NC_016945.1	Vibrio cholerae	Vibrio	1072136	0.0023677191339317	0.0002462360844895	0.0001519439312935	chromosome	typical chromosome	0.4691914085526463	circular
GCF_000256265.3-NZ_CP166824.1	Vibrio cyclitrophicus	Vibrio	3469940	0.0020548578249461	0.00021070099667	4.364419666515725e-05	chromosome	typical chromosome	0.4384954783079822	circular
GCF_000256265.3-NZ_CP166825.1	Vibrio cyclitrophicus	Vibrio	1798131	0.0067105926671016	0.0022313407002126	0.0012570723313136	chromosome	typical chromosome	0.4324123214604498	circular
GCF_000275645.1-NZ_AKGH01000001.1	Vibrio cholerae	Vibrio	3041360	0.0020566121061904	0.0017447093625735	0.0016894137229522	chromosome	typical chromosome	0.476770918273404	circular
GCF_000275645.1-NZ_AKGH01000002.1	Vibrio cholerae	Vibrio	1047660	0.0023876095126593	0.0002382499350947	0.0001471258761442	chromosome	typical chromosome	0.4701983467918981	circular
GCF_000328405.1-NC_019955.1	Vibrio parahaemolyticus	Vibrio	3297305	0.0019693852203904	0.0010756422920637	0.0010663495369622	chromosome	typical chromosome	0.4542852420385739	circular
GCF_000328405.1-NC_019971.1	Vibrio parahaemolyticus	Vibrio	1806219	0.0031125870806602	0.0007006472653057	0.0003659601478842	chromosome	typical chromosome	0.4524595301012779	circular
GCF_000430405.1-NC_021847.1	Vibrio parahaemolyticus	Vibrio	3362228	0.001335272954057	0.0010730472752512	0.0004242517567684	chromosome	typical chromosome	0.4535938669239563	circular
GCF_000430405.1-NC_021821.1	Vibrio parahaemolyticus	Vibrio	1861334	0.0045929313641823	0.0015597029587621	0.0015591904507902	chromosome	typical chromosome	0.451854422688244	circular
GCF_000430425.1-NC_021848.1	Vibrio parahaemolyticus	Vibrio	3331580	0.0010989064379232	0.0006315802202599	0.0003993217600495	chromosome	typical chromosome	0.4531162391417885	circular
GCF_000430425.1-NC_021822.1	Vibrio parahaemolyticus	Vibrio	1806995	0.002702218505271	0.0004663470282937	0.0004001202495285	chromosome	typical chromosome	0.4544146497361642	circular
GCF_000568495.1-NZ_CP007004.1	Vibrio parahaemolyticus	Vibrio	3445790	0.0025516203378989	0.002054091408049	0.0018477946319954	chromosome	typical chromosome	0.4533059182364566	circular
GCF_000568495.1-NZ_CP007005.1	Vibrio parahaemolyticus	Vibrio	1698252	0.0037778076270404	0.0013347647328337	0.0011036090666773	chromosome	typical chromosome	0.455757449424467	circular
GCF_000568495.1-NZ_CP007006.1	Vibrio parahaemolyticus	Vibrio	88530	1.0	1.0	1.0	plasmid	typical plasmid	0.4078617417824466	circular
GCF_000763535.1-NZ_CP009264.1	Vibrio coralliilyticus	Vibrio	3463115	0.0016854519409508	0.000721741996143	0.0006362282588109	chromosome	typical chromosome	0.4566270539673098	circular
GCF_000763535.1-NZ_CP009265.1	Vibrio coralliilyticus	Vibrio	1888898	0.2065626157119452	0.2965996320134912	0.3026616295616793	chromosome	typical chromosome	0.453202872786143	circular
GCF_000763535.1-NZ_CP009266.1	Vibrio coralliilyticus	Vibrio	380781	0.8905602783265271	0.9343240425697116	0.9691856436414332	plasmid	typical plasmid	0.4916658131576943	circular
GCF_000770115.1-NZ_CP009467.1	Vibrio harveyi	Vibrio	3621606	0.0048620592618919	0.0034595874013749	0.0028555816235575	chromosome	typical chromosome	0.4495290211027925	circular
GCF_000770115.1-NZ_CP009468.1	Vibrio harveyi	Vibrio	2259884	0.0071655551423819	0.0037648570801251	0.0012631725462591	chromosome	typical chromosome	0.4485867416203664	circular
GCF_000772065.1-NZ_CP009617.1	Vibrio coralliilyticus	Vibrio	3420228	0.0019743395482319	0.0004185932868125	0.0001845432529921	chromosome	typical chromosome	0.4565236586566743	circular
GCF_000772065.1-NZ_CP009618.1	Vibrio coralliilyticus	Vibrio	1917482	0.2014013284361424	0.2928731504896965	0.3103379707252323	chromosome	typical chromosome	0.4530024271414282	circular
GCF_000772065.1-NZ_CP009620.1	Vibrio coralliilyticus	Vibrio	319400	0.8562049319284918	0.9310416409451324	0.967552840464142	plasmid	typical plasmid	0.501938008766437	circular
GCF_000772065.1-NZ_CP009619.1	Vibrio coralliilyticus	Vibrio	380714	0.9927191395898336	0.9987652586105756	0.9997793619357312	plasmid	typical plasmid	0.4081567791045246	circular
GCF_000801275.2-NC_022528.1	Vibrio nigripulchritudo	Vibrio	4109740	0.000989193068266	0.0006148299429449	0.0001868891249697	chromosome	typical chromosome	0.4587562716862867	circular
GCF_000801275.2-NC_022543.1	Vibrio nigripulchritudo	Vibrio	2212415	0.0014204226025566	0.0003782160888369	0.0002718967339755	chromosome	typical chromosome	0.4549485516957713	circular
GCF_000829215.1-NZ_AP014524.1	Vibrio cholerae	Vibrio	2936971	0.0003046793140305	3.280040614044461e-05	1.434416278813351e-05	chromosome	typical chromosome	0.4773976317777738	circular
GCF_000829215.1-NZ_AP014525.1	Vibrio cholerae	Vibrio	1093973	0.00305525643131	0.0008758308588501	0.0008019587640042	chromosome	typical chromosome	0.468178830738967	circular
GCF_000963555.1-NZ_CP009042.1	Vibrio cholerae	Vibrio	3045476	0.0020544236158998	0.0017431959992398	0.0016870386851706	chromosome	typical chromosome	0.4768200438946161	circular
GCF_000963555.1-NZ_CP009041.1	Vibrio cholerae	Vibrio	1046459	0.0023889190449883	0.0002391156705139	0.0001478628812037	chromosome	typical chromosome	0.4701980679606176	circular
GCF_001188185.2-NZ_CP026041.1	Vibrio parahaemolyticus	Vibrio	3316147	0.0007400943528183	0.0003975957198758	0.0002514392581532	chromosome	typical chromosome	0.4532039743714618	circular
GCF_001188185.2-NZ_CP026042.1	Vibrio parahaemolyticus	Vibrio	1833070	0.0034264450608059	0.001074510759172	0.0009443703559316	chromosome	typical chromosome	0.453406034684982	circular
GCF_001244315.1-NZ_CP009982.1	Vibrio parahaemolyticus	Vibrio	3266132	0.0006835241163854	0.0003478821017894	0.0003562376254771	chromosome	typical chromosome	0.4536056717854637	circular
GCF_001244315.1-NZ_CP009983.1	Vibrio parahaemolyticus	Vibrio	1772036	0.0028355348986968	0.0003740008041526	0.0003031996508477	chromosome	typical chromosome	0.4553327359037852	circular
GCF_001262735.2-NZ_CP169261.1	Vibrio harveyi	Vibrio	3534894	0.0017825066773358	0.0016065240945456	0.0006837076622269	chromosome	typical chromosome	0.4508746231145827	circular
GCF_001262735.2-NZ_CP169262.1	Vibrio harveyi	Vibrio	2301134	0.0062979673305957	0.0032592203051233	0.0006233848231283	chromosome	typical chromosome	0.4484636705207085	circular
GCF_001304775.1-NZ_CP009765.1	Vibrio parahaemolyticus	Vibrio	3376731	0.0011857750210655	0.0010782185065197	0.0006646910534853	chromosome	typical chromosome	0.4523845695733536	circular
GCF_001304775.1-NZ_CP009766.1	Vibrio parahaemolyticus	Vibrio	1717369	0.0027741090038337	0.0006103230847174	0.0003990827529504	chromosome	typical chromosome	0.4563596990512814	circular
GCF_001310575.2-NZ_CP045859.1	Vibrio owensii	Vibrio	3689702	0.0021791194731998	0.0014251098719953	0.0004635211220791	chromosome	typical chromosome	0.4565075987166443	circular
GCF_001310575.2-NZ_CP045860.1	Vibrio owensii	Vibrio	2430445	0.0074445221841092	0.0055333099444216	0.000998926784525	chromosome	typical chromosome	0.4561460967024557	circular
GCF_001310575.2-NZ_CP045861.1	Vibrio owensii	Vibrio	69148	0.955716152566136	0.9723929555401394	0.9766471844563428	plasmid	typical plasmid	0.4587840573841615	circular
GCF_001310575.2-NZ_CP045862.1	Vibrio owensii	Vibrio	78918	0.9628293630035584	0.9705964228437294	0.9717797433574088	plasmid	typical plasmid	0.4515699840340607	circular
GCF_001318185.1-NZ_CP006947.1	Vibrio cholerae	Vibrio	3041360	0.0020566121061904	0.0017447093618796	0.0016894137229522	chromosome	typical chromosome	0.476770918273404	circular
GCF_001318185.1-NZ_CP006948.1	Vibrio cholerae	Vibrio	1047660	0.0023874285819826	0.0002382499350947	0.0001471258761442	chromosome	typical chromosome	0.4701983467918981	circular
GCF_001433415.1-NZ_CP009847.1	Vibrio parahaemolyticus	Vibrio	3348850	0.0010378578549446	0.0006176948680101	0.0004785998294025	chromosome	typical chromosome	0.4538838705824387	circular
GCF_001433415.1-NZ_CP009848.1	Vibrio parahaemolyticus	Vibrio	1758762	0.0026175308828811	0.0003414863104017	0.00032120699177	chromosome	typical chromosome	0.4560582955510751	circular
GCF_001433415.1-NZ_CP009849.1	Vibrio parahaemolyticus	Vibrio	64049	0.9572052125163532	0.9634553548138952	0.9764310960926236	plasmid	typical plasmid	0.4687192618151727	circular
GCF_001456255.1-NZ_CP009977.1	Vibrio natriegens	Vibrio	3248023	0.0006181445270331	0.0002549203505765	6.260306308956285e-05	chromosome	typical chromosome	0.4529857085371624	circular
GCF_001456255.1-NZ_CP009978.1	Vibrio natriegens	Vibrio	1927130	0.0026192688281528	0.0001168403995567	2.467948123058691e-05	chromosome	typical chromosome	0.4473045409494948	circular
GCF_001558415.2-NZ_CP014034.2	Vibrio fluvialis	Vibrio	1671895	0.0044015088858123	0.003537862077402	0.0037395594922985	chromosome	typical chromosome	0.4971203335137673	circular
GCF_001558415.2-NZ_CP014035.2	Vibrio fluvialis	Vibrio	3155838	0.0015662616985252	0.0012539850630772	0.0012347217325145	chromosome	typical chromosome	0.5003894369736342	circular
GCF_001558435.2-NZ_CP014038.2	Vibrio harveyi	Vibrio	3718359	0.002588982244386	0.0017405668543312	0.0007657166187487	chromosome	typical chromosome	0.4491591586503616	circular
GCF_001558435.2-NZ_CP014039.2	Vibrio harveyi	Vibrio	2320570	0.0062184436673094	0.0029452830659621	0.0005266178518079	chromosome	typical chromosome	0.4488164545779701	circular
GCF_001558475.2-NZ_CP014042.2	Vibrio mimicus	Vibrio	1347652	0.005907959921992	0.0014762608140876	0.0005288548832808	chromosome	typical chromosome	0.4589723459765577	circular
GCF_001558475.2-NZ_CP014043.2	Vibrio mimicus	Vibrio	3091045	0.0013823466255405	0.0007326662516523	0.0002998516906249	chromosome	typical chromosome	0.4659443650933584	circular
GCF_001558495.2-NZ_CP014046.2	Vibrio parahaemolyticus	Vibrio	3286802	0.0012043942538549	0.0007571422699596	0.0005592780890772	chromosome	typical chromosome	0.4539467238975758	circular
GCF_001558495.2-NZ_CP014047.2	Vibrio parahaemolyticus	Vibrio	1865659	0.0032913625767119	0.0009311460823688	0.0006407859035645	chromosome	typical chromosome	0.4521597998348037	circular
GCF_001636035.1-NZ_CP011406.1	Vibrio parahaemolyticus	Vibrio	3241330	0.0018708266900966	0.001288769025954	0.0011373582501151	chromosome	typical chromosome	0.4515711143265264	circular
GCF_001636035.1-NZ_CP011407.1	Vibrio parahaemolyticus	Vibrio	1997247	0.0030025190048033	0.0006787340255358	0.0002888910663551	chromosome	typical chromosome	0.4568798951757093	circular
GCF_001636035.1-NZ_CP011408.1	Vibrio parahaemolyticus	Vibrio	51383	0.8816822655763887	0.8836294587907905	0.9018013350268964	plasmid	typical plasmid	0.4087927913901485	circular
GCF_001680025.1-NZ_CP016345.1	Vibrio natriegens	Vibrio	3241530	0.0006676015074634	0.0002562340592879	6.31486574302324e-05	chromosome	typical chromosome	0.452870095294506	circular
GCF_001680025.1-NZ_CP016346.1	Vibrio natriegens	Vibrio	1927156	0.0026193146038038	0.0001168540849638	2.5444050178383308e-05	chromosome	typical chromosome	0.4473068085821802	circular
GCF_001680045.1-NZ_CP016347.1	Vibrio natriegens	Vibrio	3311485	0.0011083313343552	0.0003408448558454	0.000210848283011	chromosome	typical chromosome	0.45113295092685	circular
GCF_001680045.1-NZ_CP016348.1	Vibrio natriegens	Vibrio	1849962	0.0033904133048585	0.000354655463579	0.0002583659658555	chromosome	typical chromosome	0.4478686589238049	circular
GCF_001680065.1-NZ_CP016349.1	Vibrio natriegens	Vibrio	3498249	0.0030059427210897	0.0015436366271513	0.0012942323122842	chromosome	typical chromosome	0.4505665548678781	circular
GCF_001680065.1-NZ_CP016350.1	Vibrio natriegens	Vibrio	2050970	0.0044841513418601	0.0010346329414174	0.0004201913966773	chromosome	typical chromosome	0.4460889237775297	circular
GCF_001680085.1-NZ_CP016351.1	Vibrio natriegens	Vibrio	3460038	0.0028689812530929	0.0022106382108346	0.0011486096716113	chromosome	typical chromosome	0.4505436067465155	circular
GCF_001680085.1-NZ_CP016352.1	Vibrio natriegens	Vibrio	2044646	0.0046684365992423	0.000996501773078	0.0005888133953371	chromosome	typical chromosome	0.4416568931736838	circular
GCF_001682175.1-NZ_CP011884.1	Vibrio parahaemolyticus	Vibrio	3369172	0.0011222981102644	0.0007569254077522	0.0005196087558958	chromosome	typical chromosome	0.4530231760206958	circular
GCF_001682175.1-NZ_CP011885.1	Vibrio parahaemolyticus	Vibrio	1888116	0.0039632329713895	0.0019627240011637	0.0007751279973288	chromosome	typical chromosome	0.4527687917479646	circular
GCF_001683415.1-NZ_CP016324.1	Vibrio cholerae	Vibrio	2987030	0.0002791489802442	3.4281887655905965e-05	1.4103772017029378e-05	chromosome	typical chromosome	0.478400953455439	circular
GCF_001683415.1-NZ_CP016325.1	Vibrio cholerae	Vibrio	1101931	0.0024052927854287	0.0003132484962378	0.0002083513011348	chromosome	typical chromosome	0.4682725143407346	circular
GCF_001685465.1-NZ_CP016307.1	Vibrio scophthalmi	Vibrio	3266565	0.0036734980792059	0.0035473051893166	0.0029402925697208	chromosome	typical chromosome	0.4499631876298191	circular
GCF_001685465.1-NZ_CP016308.1	Vibrio scophthalmi	Vibrio	1463510	0.0094802062803211	0.006879508525416	0.0045479872646203	chromosome	typical chromosome	0.4400912873844387	circular
GCF_001685465.1-NZ_CP016311.1	Vibrio scophthalmi	Vibrio	14572	0.9162098138989654	0.9731905938329216	1.0	plasmid	typical plasmid	0.4400219599231402	circular
GCF_001685465.1-NZ_CP016310.1	Vibrio scophthalmi	Vibrio	53982	0.8851037839191043	0.9982216294320329	1.0	plasmid	typical plasmid	0.4087844096180208	circular
GCF_001685465.1-NZ_CP016309.1	Vibrio scophthalmi	Vibrio	127447	0.8980131881987494	0.9372508616973954	0.9592015935474628	plasmid	typical plasmid	0.4351926683248723	circular
GCF_001687805.1-NZ_CP016414.1	Vibrio scophthalmi	Vibrio	3199837	0.0019430398587489	0.0017254083139313	0.0011310562406179	chromosome	typical chromosome	0.4509648460218442	circular
GCF_001687805.1-NZ_CP016415.1	Vibrio scophthalmi	Vibrio	1467214	0.0044611389724045	0.0019453532443409	0.0013357335125518	chromosome	typical chromosome	0.4410910746489605	circular
GCF_001687805.1-NZ_CP016417.1	Vibrio scophthalmi	Vibrio	8734	1.0	1.0	1.0	plasmid	typical plasmid	0.4247767346004122	circular
GCF_001687805.1-NZ_CP016416.1	Vibrio scophthalmi	Vibrio	127066	0.751435671612517	0.9266413039695978	0.9818211711343432	plasmid	typical plasmid	0.4412667432672784	circular
GCF_001693615.1-NZ_CP016556.1	Vibrio coralliilyticus	Vibrio	3504421	0.0047794637358252	0.0040551529072876	0.0019421804329142	chromosome	typical chromosome	0.4576867334147352	circular
GCF_001693615.1-NZ_CP016557.1	Vibrio coralliilyticus	Vibrio	1933141	0.1823288672660401	0.2654351934845049	0.2254819794337146	chromosome	typical chromosome	0.4520782498534768	circular
GCF_001693615.1-NZ_CP016558.1	Vibrio coralliilyticus	Vibrio	52449	0.7559552917367135	0.8877561359606051	0.925966404132604	plasmid	typical plasmid	0.4470628610650346	circular
GCF_001700835.1-NZ_CP010883.1	Vibrio parahaemolyticus	Vibrio	3416467	0.00221854590522	0.0018371638573682	0.0016971174323462	chromosome	typical chromosome	0.4543524055698474	circular
GCF_001700835.1-NZ_CP010884.1	Vibrio parahaemolyticus	Vibrio	1843316	0.0040327469627234	0.001852626092798	0.001460847429237	chromosome	typical chromosome	0.4534659277085426	circular
GCF_001700835.1-NZ_CP010885.1	Vibrio parahaemolyticus	Vibrio	92495	0.9695575200140424	0.9682063835942424	0.973183276712116	plasmid	typical plasmid	0.4076652792042813	circular
GCF_001700835.1-NZ_CP010886.1	Vibrio parahaemolyticus	Vibrio	83481	0.2593155347865544	0.3233733697047948	0.5030445484717093	plasmid	typical plasmid	0.3994920999988021	circular
GCF_001700835.1-NZ_CP010887.1	Vibrio parahaemolyticus	Vibrio	7642	1.0	1.0	1.0	plasmid	typical plasmid	0.384977754514525	circular
GCF_001758605.1-NZ_CP012950.1	Vibrio parahaemolyticus	Vibrio	3253462	0.0009560612486327	0.0007568445653996	0.0005080489323192	chromosome	typical chromosome	0.453861455889142	circular
GCF_001758605.1-NZ_CP012951.1	Vibrio parahaemolyticus	Vibrio	1761752	0.0033179515752579	0.0011614806050642	0.0008488928238169	chromosome	typical chromosome	0.4553523992026119	circular
GCF_001767355.1-NZ_CP016383.1	Vibrio mimicus	Vibrio	3213040	0.0023462468382819	0.000743151288675	0.0004523042658813	chromosome	typical chromosome	0.4660956601847471	circular
GCF_001767355.1-NZ_CP016384.1	Vibrio mimicus	Vibrio	1270975	0.0034758674768961	0.0008135048341176	0.0004529617265676	chromosome	typical chromosome	0.4588139027124845	circular
GCF_001879585.1-NZ_CP013248.1	Vibrio parahaemolyticus	Vibrio	3358191	0.0010449906831336	0.00075072255478	0.0006095819578203	chromosome	typical chromosome	0.4519897766386724	circular
GCF_001879585.1-NZ_CP013249.1	Vibrio parahaemolyticus	Vibrio	1879955	0.0062067620153535	0.00394099345228	0.0018830040639632	chromosome	typical chromosome	0.4536970299821006	circular
GCF_001879585.1-NZ_CP013250.1	Vibrio parahaemolyticus	Vibrio	101545	0.8393148544235012	0.8737322288163093	0.9054114464544516	plasmid	typical plasmid	0.4450145255797922	circular
GCF_001887055.1-NZ_CP013826.1	Vibrio parahaemolyticus	Vibrio	3273522	0.0006827882835246	0.0003478903348969	0.0003567705256129	chromosome	typical chromosome	0.453714073099249	circular
GCF_001887055.1-NZ_CP013827.1	Vibrio parahaemolyticus	Vibrio	1772038	0.0028355736808665	0.0003740003820388	0.0003031993086433	chromosome	typical chromosome	0.4553310933512712	circular
GCF_001908435.2-NZ_CP018680.2	Vibrio harveyi	Vibrio	3560044	0.0026527061800347	0.0017617733937692	0.0009796042775427	chromosome	typical chromosome	0.4515722277589827	circular
GCF_001908435.2-NZ_CP018681.2	Vibrio harveyi	Vibrio	2260627	0.0072966219081499	0.0026804072467298	0.0005826296377687	chromosome	typical chromosome	0.448952436647001	circular
GCF_001908435.2-NZ_CP018682.2	Vibrio harveyi	Vibrio	113574	0.6068052981295033	0.7313860365838282	0.7780143518028259	plasmid	typical plasmid	0.4589870921161533	circular
GCF_001908435.2-NZ_CP018683.2	Vibrio harveyi	Vibrio	76744	0.8415968575503469	0.8751218770848781	0.8859178407060861	plasmid	typical plasmid	0.4263916397373085	circular
GCF_001908435.2-NZ_CP018684.2	Vibrio harveyi	Vibrio	59857	0.8930576402337259	0.9253942105546452	0.957018476232623	plasmid	typical plasmid	0.4327313430342316	circular
GCF_001952955.1-NZ_CP019118.1	Vibrio fluvialis	Vibrio	3171566	0.0005624579408342	0.0001904512251559	0.0001088398868303	chromosome	typical chromosome	0.5000826090328878	circular
GCF_001952955.1-NZ_CP019119.1	Vibrio fluvialis	Vibrio	1680098	0.0049060285207466	0.0042585141864519	0.0036862480963432	chromosome	typical chromosome	0.5032533816479753	circular
GCF_001995825.2-NZ_CP065150.1	Vibrio kanaloae	Vibrio	3160691	0.0018015089317031	0.0012576131282221	0.0012434044178017	chromosome	typical chromosome	0.4405932120539464	circular
GCF_001995825.2-NZ_CP065151.1	Vibrio kanaloae	Vibrio	1508010	0.0066020465153016	0.0002370624215448	0.0001717174391843	chromosome	typical chromosome	0.4367510825525029	circular
GCF_001996365.2-NZ_CP043421.1	Vibrio parahaemolyticus	Vibrio	3446010	0.0030483163470226	0.0025599617506975	0.0021837576321698	chromosome	typical chromosome	0.453199787580419	circular
GCF_001996365.2-NZ_CP043422.1	Vibrio parahaemolyticus	Vibrio	1874154	0.011524723656272	0.0091166530837772	0.0038175975944163	chromosome	typical chromosome	0.452288339165298	circular
GCF_001996365.2-NZ_CP043423.1	Vibrio parahaemolyticus	Vibrio	69047	0.955561307445876	0.9723525727358112	0.9766130246178284	plasmid	typical plasmid	0.4587599750894318	circular
GCF_002021755.1-NZ_CP019959.1	Vibrio owensii	Vibrio	3567557	0.0010952089744791	0.000564743537007	0.000180346548449	chromosome	typical chromosome	0.4565863979187999	circular
GCF_002021755.1-NZ_CP019960.1	Vibrio owensii	Vibrio	2322648	0.0077170400200239	0.0059220276326275	0.0010087124883878	chromosome	typical chromosome	0.4571954079998346	circular
GCF_002073775.2-NZ_CP020427.2	Vibrio parahaemolyticus	Vibrio	3295711	0.0006726703204565	0.0004456684226827	0.0003603588837605	chromosome	typical chromosome	0.4539785193543972	circular
GCF_002073775.2-NZ_CP020428.2	Vibrio parahaemolyticus	Vibrio	1877581	0.0039288163053976	0.0012765435843085	0.0008129135606154	chromosome	typical chromosome	0.4536326262355659	circular
GCF_002196515.1-NZ_CP018835.1	Vibrio gazogenes	Vibrio	3471064	0.0029223956277359	0.001822795053942	0.0016989747236006	chromosome	typical chromosome	0.4547591170891692	circular
GCF_002196515.1-NZ_CP018836.1	Vibrio gazogenes	Vibrio	1303572	0.0017432454100294	8.687667424584142e-05	8.687667424584142e-05	chromosome	typical chromosome	0.4483542144200704	circular
GCF_002196515.1-NZ_CP018837.1	Vibrio gazogenes	Vibrio	11916	0.4021678535462523	0.4534169743761889	0.4929996083696989	plasmid	typical plasmid	0.4515777106411547	circular
GCF_002209725.2-NZ_CP022473.1	Vibrio parahaemolyticus	Vibrio	3369175	0.0011222974062649	0.0007569250207227	0.0005196008929473	chromosome	typical chromosome	0.4530236630629159	circular
GCF_002209725.2-NZ_CP022472.1	Vibrio parahaemolyticus	Vibrio	1888119	0.0039632361284403	0.0019627210212529	0.0007751267657412	chromosome	typical chromosome	0.452769661234276	circular
GCF_002214345.1-NZ_CP018308.1	Vibrio mediterranei	Vibrio	3613787	0.0017559392459003	0.0001257978554698	0.0001216493512769	chromosome	typical chromosome	0.4446014665501868	circular
GCF_002214345.1-NZ_CP018309.1	Vibrio mediterranei	Vibrio	2127655	0.0055608059209421	0.0017813780276196	0.0007044347923579	chromosome	typical chromosome	0.4356594466678103	circular
GCF_002214345.1-NZ_CP018310.1	Vibrio mediterranei	Vibrio	70734	0.9283592717054554	0.9532910018939932	0.9756112131461117	plasmid	typical plasmid	0.4635677326321147	circular
GCF_002214395.1-NZ_CP018311.1	Vibrio rotiferianus	Vibrio	1951588	0.0069719572981319	0.0056412265302745	0.0011143449960246	chromosome	typical chromosome	0.4458471767606687	circular
GCF_002214395.1-NZ_CP018312.1	Vibrio rotiferianus	Vibrio	3326271	0.0028272739414357	0.0020115484118338	0.0012871596558576	chromosome	typical chromosome	0.4499065169374353	circular
GCF_002218045.2-NZ_AP018685.1	Vibrio rumoiensis	Vibrio	2768302	0.0022194343356571	0.001714560259075	0.0016223633257278	chromosome	typical chromosome	0.4215132597527293	circular
GCF_002218045.2-NZ_AP018686.1	Vibrio rumoiensis	Vibrio	1169909	0.0030065021941686	0.0015011209930002	0.0013657444529686	chromosome	typical chromosome	0.416688819386807	circular
