plasmid_id	size	source_type	ecosystem	host_taxonomy	genus	putatively_complete	topology	plasmidness-original	plasmidness-pident_90	plasmidness-pident_95	category-pident_90	predicted_mobility	AMR_type
IMGPR_plasmid_3300008090_000019	5585	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_054901	4961	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000388_000012	4692	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300007915_000002	11812	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Buccal mucosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0241280054182187	0.0607009820521503	0.2468675922790382	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_7000000583_000007	13143	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000104_000005	13302	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0582619155014283	0.1581717035032326	0.7371072019245226	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300007317_000010	9709	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0310021629416005	0.0310021629416005	0.8682665568029663	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300014666_000007	4664	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9620918199391612	0.9620918199391612	0.9086620926243568	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029367_000014	3645	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	Yes	Direct terminal repeat	0.8616343920951185	0.8997402597402597	0.9617741197988112	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300006459_000007	4924	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0	0.0	0.0	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_054963	4671	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_054995	5242	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_054996	5242	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008133_000015	8278	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.7866755254892487	0.7367721671901426	0.9187001691229766	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300005314_000341	4619	Metagenome	Host-associated;Arthropoda: Insects;Digestive system;Gut	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	No	Linear	0.3732409612470231	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055032	3025	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9415157477967396	0.9415157477967396	0.8591735537190083	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300033174_000013	3302	Metagenome	Engineered;Bioreactor;Anaerobic	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9036868643167856	0.9036868643167856	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300033178_000010	3302	Metagenome	Engineered;Bioreactor;Anaerobic	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9036868643167856	0.9036868643167856	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055033	3152	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.8991386856234571	0.8991386856234571	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055034	7195	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9155087056407418	0.955814473535113	0.9407922168172342	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055037	3307	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008754_000014	42804	Metagenome	Host-associated;Mammals: Human;Lymphatic system;Tonsils;Palatine/Faucial	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.94704322248477	0.98709232781983	0.9971030744790208	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300014766_000011	31666	Metagenome	Host-associated;Mammals: Human;Digestive system;Pharynx/Throat;Oropharynx	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0115897176782669	0.1948777869007768	0.4497884165982442	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_7000000261_000005	39309	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0324543997557811	0.0311633468162507	0.0359714060393294	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300008618_000006	24212	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Buccal mucosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0032215430365108	0.0163555261853626	0.9942177432678012	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300008337_000006	24741	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0010616042809567	0.0050927610040014	0.0050927610040014	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055087	24340	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.963557929334429	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000269_000005	11251	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000524_000009	26729	Metagenome	Host-associated;Mammals: Human;Digestive system;Pharynx/Throat;Oropharynx	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.9615113956840172	0.9793295671368176	0.9953608440270868	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055120	5635	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300006284_000007	4669	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Buccal mucosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300022493_000014	3691	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Saliva	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300010000_000039	15814	Metagenome	Engineered;Built environment;House	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.9254458075123309	0.9412545845453396	0.9860882762109524	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300012283_000055	7211	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.5779541756546321	0.5781245903325825	0.5970608277806733	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055225	7109	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.6526937684625123	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008420_000006	6064	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029211_000035	10356	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.686472621579082	0.6992337599513436	0.6979795324555533	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008755_000009	45627	Metagenome	Host-associated;Mammals: Human;Digestive system;Pharynx/Throat;Oropharynx	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.924194842861422	0.9617660595699916	0.9945865386722774	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000286_000009	26758	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0783317138799611	0.5008969280215263	0.5369235368861649	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_2124908014_000015	25752	Metagenome	Host-associated;Mammals: Human;Lymphatic system;Tonsils;Palatine/Faucial	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.9408071864968416	0.983360515688102	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000099_000008	15994	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.5110668322727944	0.5303546511353039	0.9303176191071652	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011638_000047	21734	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	No	Linear	0.7234715437065707	0.7234770412305879	0.7345038233563599	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_7000000048_000003	12933	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_G	Streptococcus	No	Linear	7.732158045310446e-05	0.0316245264053197	0.3476378257171577	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055382	3953	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300029180_000015	8071	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	No	Linear	0.3616955248967847	0.3681311004997497	0.3870290612105443	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300010001_000046	15917	Metagenome	Engineered;Built environment;House	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.9194571841427404	0.935163661494	0.9880002513036376	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300009648_000069	11465	Metagenome	Engineered;Bioreactor;Anaerobic;Digestate	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0086349760139555	0.0748364587876144	0.3625817706061928	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055444	4449	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300053491_055452	6840	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.6390350877192983	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055496	3152	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.8991034346364296	0.8991034346364296	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055500	5071	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	Yes	Direct terminal repeat	0.8250196370642308	0.8703415098093025	0.8604483007953723	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000009_000015	35223	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.5122336958212221	0.5240787512517342	0.433793624067025	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008485_000008	30912	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0003234989648033	0.0003234989648033	0.3456909937888199	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300008474_000004	47644	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Buccal mucosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0197086726555285	0.1397237847367979	0.466921333221392	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300008626_000017	40892	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9426171378264696	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008637_000013	32254	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Buccal mucosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0221057853289514	0.1575618527934519	0.8640168661251317	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055585	5595	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300007104_000007	13320	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0592342342342342	0.1593843843843843	0.7375375375375376	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055593	12223	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	Streptococcus	Yes	Direct terminal repeat	0.7819386768294565	0.9842621653347334	0.9813466415773542	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008715_000021	3636	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055603	3947	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055672	4640	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300008515_000020	4735	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055674	4402	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055675	4402	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300007976_000022	4245	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Tongue dorsum, tongue dorsum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0	0.0	0.6506478209658422	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300014607_000018	3196	Metagenome	Engineered;Built environment;City;Subway;Metal surface	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9005272644196298	0.9005272644196298	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300033172_000004	3302	Metagenome	Engineered;Bioreactor;Anaerobic	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9036868643167856	0.9036868643167856	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300033175_000005	3302	Metagenome	Engineered;Bioreactor;Anaerobic	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9046963535152512	0.9046963535152512	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300034686_000006	3302	Metagenome	Engineered;Bioreactor;Anaerobic	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	0.9046963535152512	0.9046963535152512	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055759	3308	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_7000000018_000013	31737	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0131392381132432	0.2085893436682736	0.4392034533824873	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300010282_000019	46304	Metagenome	Host-associated;Mammals;Digestive system;Large intestine;Fecal	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus	Streptococcus	No	Linear	0.0270766744413729	0.0789348652384243	0.5831029716655148	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300008123_000018	26991	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Supragingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0797673298506909	0.505205438849987	0.5409210477566596	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300011986_000039	35067	Metagenome	Host-associated;Mammals: Human;Digestive system;Oral cavity;Subgingival plaque	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	No	Linear	0.0	0.0	0.5390823281147518	intermediate replicon	non-mobilizable	non-AMR
IMGPR_plasmid_3300011881_000045	19539	Metagenome	Engineered;Built environment;City;Subway;Wooden surface	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	No	Linear	0.9379702134193152	0.9379702134193152	0.9379702134193152	typical plasmid	conjugative	non-AMR
IMGPR_plasmid_3300029758_000035	23790	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	No	Linear	0.658384648131248	0.652351306852005	0.6803589211953126	typical plasmid	mobilizable	non-AMR
IMGPR_plasmid_3300029191_000061	23077	Metagenome	Host-associated;Mammals: Human;Digestive system;Large intestine;Fecal	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Streptococcus	No	Linear	0.9031991699246902	0.9274457974028976	0.9274457974028976	typical plasmid	non-mobilizable	non-AMR
IMGPR_plasmid_3300053491_055839	5487	Metagenome	Engineered;Modeled;Simulated communities (contig mixture)	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	Streptococcus	Yes	Direct terminal repeat	1.0	1.0	1.0	typical plasmid	non-mobilizable	non-AMR
